"tzero","beta","delta","k","m","w","de","E50","r","q","p","c"
-12.1513903048419,5.95707101564558e-08,3.11918812521097,0.0807151256434878,3.93895236227134,2.83993213564601e-05,1,100,10,2.38713107790612e-05,386.019727387032,15
-4.79773968704513,6.01626217268814e-08,3.11787182738519,0.0784015938766378,2.5757657645416,2.84665282348557e-05,1,100,10,2.38713107790612e-05,402.450348032221,15
-5.74689720308195,5.97363843946572e-08,3.11191407014586,0.0783477795697268,1.67760656728874,2.82155330612426e-05,1,100,10,2.38713107790612e-05,392.440512126915,15
-12.6439474245188,6.1540355753356e-08,3.11807114032886,0.0779303636214528,2.99037363353033,2.70388146195972e-05,1,100,10,2.38713107790612e-05,397.494781047589,15
-9.90031294946299,5.7266412786699e-08,3.09368177096671,0.076282688418922,2.05990840265824,2.77764596254802e-05,1,100,10,2.38713107790612e-05,390.360191076996,15
-13.0392260169385,5.83218824960165e-08,3.14596249085903,0.0789338463467973,3.76916358717702,2.74184090628049e-05,1,100,10,2.38713107790612e-05,380.371359772232,15
-8.09400239034838,5.92318762238942e-08,3.05635674328342,0.0780214396795668,4.29709438896036,2.84620161731634e-05,1,100,10,2.38713107790612e-05,387.58818529161,15
1.38624646887948,6.03750240453911e-08,3.12594185508116,0.077308503386234,3.59815225662076,2.85374522285974e-05,1,100,10,2.38713107790612e-05,380.594343332627,15
-4.41030744906595,5.92882857225815e-08,3.17111178128877,0.0773542002088846,3.35427675313206,2.84449693058436e-05,1,100,10,2.38713107790612e-05,390.654199022083,15
5.13266302026613,6.0105742868379e-08,3.14382819615575,0.0786787262711703,2.95383873093954,2.76238813780166e-05,1,100,10,2.38713107790612e-05,385.585383801135,15
-12.5060187849526,5.87457227155905e-08,3.12527439263354,0.0771416214548261,2.37484961489036,2.78499748226756e-05,1,100,10,2.38713107790612e-05,401.598257268515,15
-2.70281321016863,5.79894912689712e-08,3.0781073924199,0.0780982664224325,2.8461457187213,2.79715473845251e-05,1,100,10,2.38713107790612e-05,391.034874444382,15
-4.95031129063879,5.88386116783408e-08,3.15633091306827,0.0771789797161424,4.22503899554605,2.84044267096414e-05,1,100,10,2.38713107790612e-05,386.629891372906,15
2.08794378676911,6.00214262463933e-08,3.10968540711532,0.0773188690355002,2.6610294003454,2.81980773293036e-05,1,100,10,2.38713107790612e-05,397.671921092063,15
-9.71750160878164,5.93255316972756e-08,3.0978587390585,0.0765157769810137,3.90967888144474,2.77295136867978e-05,1,100,10,2.38713107790612e-05,401.274897635437,15
-1.36109648523823,6.2024514799711e-08,3.17235060024508,0.0784673914158213,2.12912124989431,2.7450495345863e-05,1,100,10,2.38713107790612e-05,396.428856389783,15
-3.20245401591499,5.8605040951062e-08,3.15081260621279,0.0770195619877281,3.84911994970952,2.67479814933621e-05,1,100,10,2.38713107790612e-05,393.195273230502,15
-10.1230294282191,6.12872544643883e-08,3.08882142447242,0.0771678781174811,7.50452939246147,2.78569382730243e-05,1,100,10,2.38713107790612e-05,399.970513881877,15
-3.80145874997605,6.01134938518499e-08,3.16715279036637,0.078713421139903,3.3010022345842,2.74380795884343e-05,1,100,10,2.38713107790612e-05,384.903680660608,15
-7.59432968113739,5.8568182416641e-08,3.09332863221837,0.0766935378212494,3.45888723805163,2.699074934221e-05,1,100,10,2.38713107790612e-05,395.134821371794,15
-3.3878502470375,5.98694183234144e-08,3.07027258776573,0.0788085918664266,2.51534490605744,2.81301440067267e-05,1,100,10,2.38713107790612e-05,395.062478860541,15
1.51674774887822,5.92132755225811e-08,3.02979262717006,0.0783708084554277,3.46018512298386,2.83563274958289e-05,1,100,10,2.38713107790612e-05,405.095034430004,15
-10.4707968150982,5.93981538930006e-08,3.13744630237312,0.0761144903770277,1.89623349144572,2.79936819194338e-05,1,100,10,2.38713107790612e-05,392.84214492743,15
2.7939279255994,5.89513299349531e-08,3.1082761807238,0.0796435888635754,5.01285232459034,2.79157135193763e-05,1,100,10,2.38713107790612e-05,394.54943125176,15
-2.4049928824089,5.93630269376736e-08,3.13950800400734,0.0787730883803144,2.24960213146921,2.88017730253277e-05,1,100,10,2.38713107790612e-05,381.775876276737,15
-3.58559706535617,6.0667687150773e-08,3.12235076132531,0.0810704823451662,5.17073590827025,2.69816441530806e-05,1,100,10,2.38713107790612e-05,394.56967647072,15
0.127285904485928,5.74428807709392e-08,3.10536972298937,0.0793764966197425,3.2458867606266,2.74407745521447e-05,1,100,10,2.38713107790612e-05,411.724124305988,15
-0.27314502078402,6.11182271883542e-08,3.12242972740891,0.078281898475313,2.05861043836696,2.83089422522059e-05,1,100,10,2.38713107790612e-05,396.478909335452,15
-2.60824833875421,6.12410103471381e-08,3.1673295971219,0.0778813657569371,3.19732128708678,2.83175624552301e-05,1,100,10,2.38713107790612e-05,399.621086519263,15
-6.970188748412,6.11894603070427e-08,3.07932280284523,0.0800371373144518,3.3307998549869,2.7878927079954e-05,1,100,10,2.38713107790612e-05,378.819205842205,15
-4.65011266423425,5.9221106340618e-08,3.16998327021196,0.0771633617751444,2.23351263020555,2.85457673227421e-05,1,100,10,2.38713107790612e-05,385.525625638694,15
-5.61797362618493,5.67033832794851e-08,3.16760894976535,0.077622499620397,2.93527503671406,2.78083183304789e-05,1,100,10,2.38713107790612e-05,373.738708299104,15
-12.7657314219886,5.90574996149978e-08,3.11220395621426,0.0767547613947026,3.17249975513126,2.83286359009721e-05,1,100,10,2.38713107790612e-05,387.566266548831,15
-3.79427459122962,5.9489871686313e-08,3.12755009099739,0.076949149584209,3.91009157472781,2.76834770998844e-05,1,100,10,2.38713107790612e-05,408.095347453949,15
-10.2777438557393,5.88551036172047e-08,3.14551433874669,0.0778840425125763,3.33700685290747,2.87549458112727e-05,1,100,10,2.38713107790612e-05,398.812455236364,15
-7.73366054028134,5.92211638045614e-08,3.11379785498164,0.0773497750530248,2.16152176442447,2.79108070790935e-05,1,100,10,2.38713107790612e-05,392.054442180374,15
-0.455917378956724,5.8532635518243e-08,3.08155168062247,0.079650301913957,3.16061298753217,2.91979648799756e-05,1,100,10,2.38713107790612e-05,405.224860448046,15
1.54044869229681,5.71902154129828e-08,3.13265612501722,0.0787774881086558,1.99393351050488,2.81177857353433e-05,1,100,10,2.38713107790612e-05,393.41505901816,15
3.05164797919826,5.92114217430437e-08,3.12611282509897,0.0792848850503399,1.8611851135643,2.76645036582255e-05,1,100,10,2.38713107790612e-05,406.348207967623,15
-7.55888910879294,6.10303006114538e-08,3.0741937141613,0.0766244901606652,4.5568159507773,2.81537662189743e-05,1,100,10,2.38713107790612e-05,387.752494224788,15
-11.1559674342622,5.95975155676246e-08,3.22141290970524,0.0774638329067714,3.38182853054917,2.87071099265595e-05,1,100,10,2.38713107790612e-05,404.5392829348,15
-7.98807011646605,6.03877022988021e-08,3.22007856061704,0.0766403117311091,2.70499059972911,2.78199790824824e-05,1,100,10,2.38713107790612e-05,391.384726238247,15
-1.46054572261605,5.94811827797065e-08,3.13663879434709,0.0779043985778252,3.63621740641591,2.81100924556042e-05,1,100,10,2.38713107790612e-05,397.7895167432,15
-5.90098137819319,6.04742248339603e-08,3.15593284736118,0.0773414479470533,4.71066727316354,2.65093379113431e-05,1,100,10,2.38713107790612e-05,383.440882048029,15
-1.85765910671407,5.9242797761046e-08,3.13624887386558,0.077053419554473,2.36873482934943,2.89807090260557e-05,1,100,10,2.38713107790612e-05,409.451421844471,15
-6.64632719239907,5.97357006337884e-08,3.1434853692514,0.0759472949738682,1.88698772543657,2.78466091110534e-05,1,100,10,2.38713107790612e-05,409.473816959125,15
-14.3623649752646,5.91185421354824e-08,3.16901754505984,0.077653567966844,1.75816715384344,2.80537888578074e-05,1,100,10,2.38713107790612e-05,388.841228811506,15
-3.5238287992054,5.71693583616047e-08,3.11251685511979,0.0786769432415258,2.52438473362152,2.77422795955638e-05,1,100,10,2.38713107790612e-05,397.856751513657,15
-3.3395337253553,5.96495474625429e-08,3.13168428892087,0.0777394497231666,2.91540587621542,2.81973604792201e-05,1,100,10,2.38713107790612e-05,379.214857742871,15
-6.36385202371982,5.99135838843397e-08,3.09778260394765,0.0756618320229565,4.26679616527313,2.75494584309965e-05,1,100,10,2.38713107790612e-05,386.990282086052,15
-11.6501545762729,5.71881276452915e-08,3.16496451517976,0.0767730570389796,5.45027422200862,2.72510017594185e-05,1,100,10,2.38713107790612e-05,398.957269411965,15
-8.82766511615169,5.85496325310992e-08,3.11325163324404,0.0776031985360143,6.03133939404384,2.83298998011574e-05,1,100,10,2.38713107790612e-05,386.715150760599,15
-6.31999236781531,5.85328953723207e-08,3.1106766227559,0.0766374371752135,3.3390917914674,2.72117603662171e-05,1,100,10,2.38713107790612e-05,397.730019625978,15
1.51822041839426,5.99697716217872e-08,3.07638802419238,0.0779563537132666,3.91642243923437,2.7830775413644e-05,1,100,10,2.38713107790612e-05,387.499782874165,15
-9.71116939194792,6.12366856086802e-08,3.21953322114285,0.0767825737758134,1.52642568205024,2.8308215022078e-05,1,100,10,2.38713107790612e-05,385.710086849991,15
-7.77565521264099,5.78051852100884e-08,3.11179722359962,0.0777456341901955,7.16757721811054,2.75200682862995e-05,1,100,10,2.38713107790612e-05,401.301041688795,15
-9.18889590232669,5.71793570942547e-08,3.19052455880231,0.0761124117242982,1.68992696938841,2.82377767636982e-05,1,100,10,2.38713107790612e-05,389.906549210635,15
-11.4838891892414,5.67195491364449e-08,3.16803171537573,0.0784405286796042,2.03196557300468,2.71191963866869e-05,1,100,10,2.38713107790612e-05,388.806623523148,15
-8.57657891026059,5.67748699319926e-08,3.13803273508517,0.0774567514419727,3.02022215540976,2.79574103974621e-05,1,100,10,2.38713107790612e-05,408.795866933926,15
-7.33434897523151,5.88777704197106e-08,3.09665616217479,0.0777896392142417,2.7627877564804,2.72928776558656e-05,1,100,10,2.38713107790612e-05,387.37989164157,15
2.77894808296805,5.86354548197985e-08,3.20496779653094,0.0763809890955382,2.20145683984858,2.652513295269e-05,1,100,10,2.38713107790612e-05,421.991254842049,15
-10.3692081349446,5.76314948061379e-08,3.12358632896028,0.0792158549068973,2.56336338847874,2.71562144325811e-05,1,100,10,2.38713107790612e-05,398.453698947226,15
9.4937565182118,6.03406223299354e-08,3.11388137631111,0.0785392959633071,3.9702427808558,2.8229438132688e-05,1,100,10,2.38713107790612e-05,391.692395541404,15
-6.2481464419438,5.9585216841034e-08,3.1160110974915,0.0782266271013645,5.55101953000014,2.72617114781225e-05,1,100,10,2.38713107790612e-05,390.952280876452,15
-2.819008101847,6.05002122977558e-08,3.15035070475497,0.0776862933963219,3.76903627959056,2.77557639523028e-05,1,100,10,2.38713107790612e-05,381.557688442305,15
0.276767797255466,5.96538173135114e-08,3.01116562496523,0.0789956333300352,4.50571468607302,2.7365665551575e-05,1,100,10,2.38713107790612e-05,396.713859728223,15
-6.09958856973551,5.74573499567686e-08,3.08224110321947,0.0759369127168105,4.45488247001705,2.73802793245187e-05,1,100,10,2.38713107790612e-05,382.317374140964,15
-5.94000253017275,5.73595290230029e-08,3.11304261509833,0.0784033631508787,3.40522399797392,2.82341215238912e-05,1,100,10,2.38713107790612e-05,390.829625548932,15
-9.42110605334384,5.91081859614505e-08,3.10676206818458,0.0768384664600229,4.63642231226356,2.78530418024376e-05,1,100,10,2.38713107790612e-05,391.547563843827,15
-9.19567886670066,6.1659395725552e-08,3.15602814518088,0.0772412652941361,1.88444076310568,2.80399631098007e-05,1,100,10,2.38713107790612e-05,400.370501376282,15
-1.25060502339266,6.0134928056761e-08,3.07931262457804,0.0787063403298915,4.35919815316993,2.72831021271955e-05,1,100,10,2.38713107790612e-05,396.993825515679,15
-9.52146595664771,5.71728472417804e-08,3.13418086791672,0.0773706963038858,1.8956422961371,2.76510620513579e-05,1,100,10,2.38713107790612e-05,407.147672033987,15
-15.1888203007434,5.70627973507681e-08,3.1249728022479,0.0774533503747221,3.71416479338239,2.79489173252865e-05,1,100,10,2.38713107790612e-05,395.453484462254,15
-11.6642921939797,5.88934546440719e-08,3.23005144425599,0.0782874462492772,4.90465792063104,2.79595339434142e-05,1,100,10,2.38713107790612e-05,397.163650788996,15
-7.23930463606081,5.76359148980307e-08,3.11219036091425,0.0777073669975587,4.15802517518386,2.88039185815218e-05,1,100,10,2.38713107790612e-05,383.19397035242,15
0.387867978772197,5.88390104522436e-08,3.0894353178922,0.0774798642986585,3.52155736368044,2.76989491727809e-05,1,100,10,2.38713107790612e-05,404.075032598135,15
-6.44351450287113,5.99094435543706e-08,3.07686325532483,0.0765395843194215,2.96788264657814,2.78390654385586e-05,1,100,10,2.38713107790612e-05,384.225735940282,15
-7.9511763231135,5.86957444862755e-08,3.15436974709471,0.0787597257476204,2.13223704086171,2.87613744522238e-05,1,100,10,2.38713107790612e-05,398.102018938788,15
-8.27951460860096,6.09649412089901e-08,3.13494328503507,0.0800484703132167,6.08869427524817,2.77779325360715e-05,1,100,10,2.38713107790612e-05,390.913149004765,15
-2.64058005134867,6.02396866858303e-08,3.05302693355102,0.080120369187804,9.2950086253951,2.8076060855976e-05,1,100,10,2.38713107790612e-05,382.645085196982,15
-8.29315027162486,6.02990879471254e-08,3.15566311278558,0.0788899365534053,3.38707385519667,2.88042712810308e-05,1,100,10,2.38713107790612e-05,399.904178511542,15
-3.72243597426963,5.86273318861258e-08,3.12929665623373,0.0764105766319931,2.68357299589596,2.73264249698456e-05,1,100,10,2.38713107790612e-05,392.33061049882,15
-10.325710673967,5.74012085431726e-08,3.1483504950043,0.0786450000290345,3.60772052629805,2.87425536953351e-05,1,100,10,2.38713107790612e-05,404.931947489811,15
-0.701764505837992,6.03210665026277e-08,3.19948004790442,0.0787330365832732,2.36473373813594,2.70396056103902e-05,1,100,10,2.38713107790612e-05,396.391190602816,15
-3.22072677489602,5.90120597651698e-08,3.16111896904514,0.0774229589722833,3.13530202143385,2.76552232359648e-05,1,100,10,2.38713107790612e-05,369.819999715656,15
-6.15853316679243,5.9390640941896e-08,3.15422717881291,0.0766978823726692,2.69280977963491,2.79233324373376e-05,1,100,10,2.38713107790612e-05,413.382068623564,15
-2.69674973782567,6.03309005779969e-08,3.13263893902719,0.0781740933684413,1.39486566286384,2.86290662244982e-05,1,100,10,2.38713107790612e-05,384.817432782564,15
-6.12079941839578,6.0083684335311e-08,3.09930214194094,0.0795705155797948,2.55846490060723,2.79518252156337e-05,1,100,10,2.38713107790612e-05,382.314753613734,15
-5.51789827984432,5.72757227374549e-08,3.14418897147891,0.0766653863934605,4.8686435875534,2.70175412221345e-05,1,100,10,2.38713107790612e-05,391.237109418515,15
-1.55110227809848,5.89364529173415e-08,3.15914840209809,0.0790234351868574,2.42742319675905,2.88835867070491e-05,1,100,10,2.38713107790612e-05,383.61984433228,15
-3.08764455840375,5.89688414353592e-08,3.08568285427718,0.0771703324541023,2.55446827757452,2.76370654379674e-05,1,100,10,2.38713107790612e-05,407.166238715604,15
2.18295995617094,5.9628909904708e-08,3.12499897214421,0.0768175529610138,3.47497834552861,2.69294728277977e-05,1,100,10,2.38713107790612e-05,397.79595575651,15
-7.57656867786361,5.79734532893194e-08,3.20825931075344,0.0795708873019426,3.22744073152766,2.74597351991117e-05,1,100,10,2.38713107790612e-05,396.357968803401,15
4.52331375252171,5.79785319068878e-08,3.15711905527536,0.0771786678240004,3.26249157473165,2.76890489570926e-05,1,100,10,2.38713107790612e-05,387.310909373754,15
-16.5419478251717,6.06410548536357e-08,3.04665314628367,0.0777217373062113,2.24105263781437,2.80237221290286e-05,1,100,10,2.38713107790612e-05,382.505922067725,15
-10.1649788933229,5.94042368766234e-08,3.14724366035328,0.0789905635719214,3.85449957604891,2.70450232115193e-05,1,100,10,2.38713107790612e-05,387.583724736292,15
-0.827963177596892,5.9924478321122e-08,3.25130855826509,0.0770091128940457,1.86942046434728,2.78815993291307e-05,1,100,10,2.38713107790612e-05,382.337959232768,15
-7.40251312321074,5.76805063635102e-08,3.17991119198353,0.0772757983797795,3.6210759757796,2.84825188033378e-05,1,100,10,2.38713107790612e-05,397.851180340547,15
-11.39566095718,5.97885373308396e-08,3.10928196531276,0.0786523870697633,1.9614215330672,2.8181698574604e-05,1,100,10,2.38713107790612e-05,405.268268035175,15
0.0761630898773999,6.08793619984176e-08,3.14190335935603,0.077300674500686,3.27292639333337,2.79830851066019e-05,1,100,10,2.38713107790612e-05,403.602033203404,15
-0.83584867198465,6.02018839583673e-08,3.18852379750171,0.0795750783695776,2.67017887020662,2.7825669260855e-05,1,100,10,2.38713107790612e-05,390.497718871224,15
-14.3855293202633,5.77950862718365e-08,3.10995419323049,0.0777800187331553,3.64270418966825,2.70513620861933e-05,1,100,10,2.38713107790612e-05,410.22472527464,15
-12.5307992252371,5.97498820891219e-08,3.14233058684096,0.0778537575185692,2.09089784448992,2.69374609658516e-05,1,100,10,2.38713107790612e-05,400.532914903816,15
-6.27314375736029,6.0792287640632e-08,3.18046608056758,0.0779689212513811,3.52600720444061,2.87132025649226e-05,1,100,10,2.38713107790612e-05,387.657887299276,15
-2.50486639264614,6.14725651760939e-08,3.07940511241434,0.0805706278743048,3.86835942386678,2.76544898085562e-05,1,100,10,2.38713107790612e-05,405.619248558213,15
-10.3361528116658,5.94840353996671e-08,3.10934088611473,0.0781453474752896,3.59458383782879,2.78520585736639e-05,1,100,10,2.38713107790612e-05,385.618740644362,15
-12.4329062865251,5.90639437760994e-08,3.15820426181495,0.0790349882530402,2.53263491804763,2.79165215804724e-05,1,100,10,2.38713107790612e-05,393.342378972127,15
-1.96535023806872,5.83022858646495e-08,3.12432743344283,0.0790152187906919,4.10144721159308,2.84425390715568e-05,1,100,10,2.38713107790612e-05,387.335341072807,15
-1.54925315676088,5.94962594560554e-08,3.083839021268,0.0781420237807941,2.74572281328308,2.72351634331478e-05,1,100,10,2.38713107790612e-05,399.524535973762,15
0.64467024207099,5.92105423494197e-08,3.10780900842579,0.0792890140354139,3.21612241142162,2.7555185230665e-05,1,100,10,2.38713107790612e-05,395.438753694448,15
-2.12565742681192,6.06381933598644e-08,3.12739610983976,0.0758308797586323,2.79895066120488,2.79604022115362e-05,1,100,10,2.38713107790612e-05,399.91195571089,15
-0.886823699258422,6.01933431793919e-08,3.07245427797646,0.0772299525720713,2.42992850660766,2.81637748130421e-05,1,100,10,2.38713107790612e-05,399.979805256026,15
-7.50799072835324,5.89447861909649e-08,3.05105427306576,0.0781822611937645,1.80585549004469,2.77425867875195e-05,1,100,10,2.38713107790612e-05,395.841409686888,15
-0.907737131807273,5.89174232384382e-08,3.12255836624119,0.0755332538491258,2.37467200179173,2.83188188683338e-05,1,100,10,2.38713107790612e-05,372.467414317788,15
-9.52519151883275,5.71636389403288e-08,3.07951561483938,0.0764020224846487,6.13281823699504,2.81541924706156e-05,1,100,10,2.38713107790612e-05,392.677586213529,15
-7.82720116144038,6.15394027199092e-08,3.11495124712353,0.0777189288905488,3.07077195303163,2.80334821493928e-05,1,100,10,2.38713107790612e-05,393.518025121857,15
-4.89790230720431,6.0052043563376e-08,3.20222622692604,0.0780828227257445,4.58896272999483,2.76403104687676e-05,1,100,10,2.38713107790612e-05,391.266804631696,15
6.25962417600435,6.00743785135432e-08,3.12399935100053,0.0781599695307481,2.46888437160507,2.85222141906212e-05,1,100,10,2.38713107790612e-05,401.591519114403,15
-3.14780488374179,5.79474444618988e-08,3.10050720055084,0.0767898384032168,4.62604234030107,2.81352188925494e-05,1,100,10,2.38713107790612e-05,407.196683356707,15
-8.3712431587305,5.85279438251231e-08,3.14736187121027,0.0763963383765211,4.0977142587968,2.77982237907553e-05,1,100,10,2.38713107790612e-05,392.85446916758,15
4.15324859710987,6.03078373719314e-08,3.09496628628185,0.0780985062266784,2.46107919580455,2.83765813467105e-05,1,100,10,2.38713107790612e-05,406.560275087477,15
-2.40991855105253,5.77938583780127e-08,3.11431979564247,0.0785841343976733,2.44586719070661,2.75397532968253e-05,1,100,10,2.38713107790612e-05,404.024801982414,15
-2.32593881872064,5.86779710432001e-08,3.15838190083973,0.078109838730237,2.1234120497539,2.83176682987575e-05,1,100,10,2.38713107790612e-05,396.852676091791,15
-10.5071814695733,5.79090084704294e-08,3.16556650255214,0.0780237256498395,3.65792129500543,2.78243958771636e-05,1,100,10,2.38713107790612e-05,390.822119424786,15
-3.80754544991004,5.65352496676483e-08,3.1482457844574,0.0772465144561958,4.02731308224394,2.79260206854211e-05,1,100,10,2.38713107790612e-05,391.778177236035,15
-2.0215306916808,6.00921760266954e-08,3.19242546989888,0.0778139952342556,3.13742481418033,2.77848601460767e-05,1,100,10,2.38713107790612e-05,391.325248388596,15
-0.264021766565868,5.87326702101735e-08,3.13257407835239,0.076488190338818,4.71402611808696,2.73575048757798e-05,1,100,10,2.38713107790612e-05,395.257154479165,15
-0.900750159079545,5.69760537342039e-08,3.22665484020911,0.0786983017145841,2.74297462382991,2.77339556416597e-05,1,100,10,2.38713107790612e-05,393.26868853468,15
-0.664060779075687,6.00882490789016e-08,3.15733428123248,0.077246116695786,3.46270224452537,2.84250172919455e-05,1,100,10,2.38713107790612e-05,394.196755399609,15
-9.88694612599701,6.00434587869584e-08,3.19459987068282,0.0779450139799082,3.34408245355462,2.82326943466905e-05,1,100,10,2.38713107790612e-05,394.909831277806,15
8.91212826336096,5.85970771859193e-08,3.11358220124395,0.0781519718696108,2.00774625779327,2.78608418599118e-05,1,100,10,2.38713107790612e-05,385.885190439382,15
-7.36118632802095,5.91332011123285e-08,3.13846385427291,0.0752256752617221,2.14038331589066,2.72179874892014e-05,1,100,10,2.38713107790612e-05,393.675118216368,15
-3.99322726479125,6.10350729417986e-08,3.14409707727365,0.0763506564223472,4.35946471453312,2.79738068339241e-05,1,100,10,2.38713107790612e-05,379.669828399746,15
-4.66434739366155,5.83991316614661e-08,3.10935981010031,0.0777653000150172,3.12436497459124,2.90551295633406e-05,1,100,10,2.38713107790612e-05,400.771347032418,15
1.33546894205854,6.037846086985e-08,3.14684411639529,0.0766853972246321,3.14494518643939,2.84584153821728e-05,1,100,10,2.38713107790612e-05,382.280132850206,15
-4.62560217809268,5.81552055396262e-08,3.12412813214338,0.0769826276160016,3.74825553575221,2.79271179818363e-05,1,100,10,2.38713107790612e-05,388.111350269387,15
-2.61356181756077,6.05559446798193e-08,3.08726858087619,0.0767574489204232,2.46556592764143,2.8158692671712e-05,1,100,10,2.38713107790612e-05,379.917934907219,15
2.87877388573448,5.9920183358607e-08,3.22669686121571,0.0770289742585419,4.44625189815568,2.73987498855865e-05,1,100,10,2.38713107790612e-05,383.895534462971,15
-8.39524028933637,5.7316481615305e-08,3.16290181239607,0.0785598403299975,1.31372553372991,2.85150020982256e-05,1,100,10,2.38713107790612e-05,379.420616118422,15
-5.92880250505911,5.93490493944843e-08,3.21219404464722,0.0767744982309113,2.82626007509491,2.7589889840582e-05,1,100,10,2.38713107790612e-05,405.986272565161,15
-1.42563752062392,5.82283089219584e-08,3.09872526420291,0.0765952924500664,2.97127576267383,2.85678662789797e-05,1,100,10,2.38713107790612e-05,394.603710399994,15
-0.569603021900867,5.76600000355358e-08,3.17455050342222,0.0772901747259064,4.10616979988868,2.82266418933133e-05,1,100,10,2.38713107790612e-05,384.918721487052,15
-10.8436042088219,5.72020980023659e-08,3.11320807330688,0.0783936812928738,3.90686543596262,2.81881205699906e-05,1,100,10,2.38713107790612e-05,399.298968560867,15
-3.56920184474201,6.01767883454893e-08,3.18430259328517,0.0780128545780439,4.54027412804766,2.75220268960115e-05,1,100,10,2.38713107790612e-05,403.892771183126,15
-2.16527819719836,5.77898623850964e-08,3.07442965620614,0.0787511734513318,3.80386982726089,2.81341804155553e-05,1,100,10,2.38713107790612e-05,388.685586972852,15
4.11856331287614,5.84393705564789e-08,3.11094715382702,0.0786512669356153,3.69227679900525,2.80668861159035e-05,1,100,10,2.38713107790612e-05,385.589605590093,15
-8.38284310752709,5.84073409978584e-08,3.16705669393317,0.0763931709722852,2.6848860832664,2.79308315862924e-05,1,100,10,2.38713107790612e-05,405.368024780655,15
-2.60288423184693,5.9645914012434e-08,3.18484632936557,0.0780596208328173,3.67572250660428,2.76072954659791e-05,1,100,10,2.38713107790612e-05,376.848702051856,15
-12.8499513667145,5.83318703130671e-08,3.13291574937475,0.0774496432155112,5.0923191753967,2.77446921444899e-05,1,100,10,2.38713107790612e-05,392.082474712515,15
-5.28182205166444,5.80857231661849e-08,3.1799803837792,0.076423387313454,2.4838585170377,2.75142105530776e-05,1,100,10,2.38713107790612e-05,406.169935565102,15
-4.42557487151304,5.88734017611146e-08,3.12382490112812,0.0779941186031375,8.58266707610064,2.78930285473743e-05,1,100,10,2.38713107790612e-05,389.987249521765,15
-7.09018385680698,6.12881028957974e-08,3.11915887213998,0.0770434271750931,2.48574708896597,2.75580321449464e-05,1,100,10,2.38713107790612e-05,414.776900347375,15
2.10206492181573,5.85363205899519e-08,3.14296978028919,0.0779212858037664,1.49007999740826,2.82587274801705e-05,1,100,10,2.38713107790612e-05,390.514863987516,15
-2.50070199057138,5.85735676670973e-08,3.22033093776631,0.0778029921113012,6.93073477578764,2.75851131344043e-05,1,100,10,2.38713107790612e-05,412.209091532425,15
